Views,Readers,Comments,Recommends,StartWriting,LastUpdate,Status,Size,SizeType,Author,FanficsTitle,FanficsType
576578,4268,358,21,07.08.2015,22.03.2017,Закончен,1252,Макси,Jules,So Close (Так близко),джен
25520,559,31,2,12.02.2016,21.03.2017,Закончен,157,Миди,Oversider,Случившиеся друг с другом,гет
11777,512,37,7,21.03.2017,21.03.2017,Закончен,19,Мини,opalnaya,Розовые пионы,гет
4954,387,5,1,21.03.2017,21.03.2017,Закончен,9,Мини,Anasandora,Опрометчивое решение,гет
6888,494,9,2,21.03.2017,21.03.2017,Закончен,14,Мини,Anasandora,"Семь раз проверь, один раз... подпиши",гет
2407,91,16,1,21.03.2017,21.03.2017,Закончен,5,Мини,Птица Элис,Дружище,джен
2805,135,12,1,21.03.2017,21.03.2017,Закончен,7,Мини,Птица Элис,Как закалялся папа,джен
5078,304,39,7,21.03.2017,21.03.2017,Закончен,11,Мини,Птица Элис,Любовь с первых штанов,гет
3025,139,24,1,21.03.2017,21.03.2017,Закончен,9,Мини,Птица Элис,Занимательная биология,джен
4420,125,15,1,21.03.2017,21.03.2017,Закончен,17,Мини,Tekken,Грязная,гет
5107,297,5,1,21.03.2017,21.03.2017,Закончен,3,Мини,Likoris,Пять лет спустя,слэш
2525,133,16,0,21.03.2017,21.03.2017,Закончен,33,Мини,Nirtoglycerin,"Сны, которые все меняют",слэш
2658,124,14,0,21.03.2017,21.03.2017,Закончен,6,Мини,Nirtoglycerin,Хороший друг,слэш
3403,150,2,0,21.03.2017,21.03.2017,Закончен,54,Миди,Nirtoglycerin,Девять лет,слэш
10383,642,11,2,21.03.2017,21.03.2017,Закончен,64,Миди,барон де К.,Камни Сармизегетузы,слэш
247973,3793,350,13,02.12.2016,21.03.2017,Закончен,609,Макси,Заязочка,Шкурка саламандры,джен
1887,39,9,2,20.03.2017,20.03.2017,Закончен,13,Мини,WIntertime,Сказ о девице-горлице и Люциусе-удальце,джен
3190,108,6,1,20.03.2017,20.03.2017,Закончен,14,Мини,Ларс-де-Рино,Гарри Поттер и Чужая Комната,джен
24070,894,105,4,20.03.2017,20.03.2017,Закончен,10,Мини,Isra,Две кошки,слэш
1841,40,0,0,20.03.2017,20.03.2017,Закончен,12,Мини,monsoon,Армия ждёт боя,джен
1812,64,3,2,20.03.2017,20.03.2017,Закончен,11,Мини,monsoon,"Слово на ""В""",джен
4450,214,5,1,20.03.2017,20.03.2017,Закончен,69,Миди,monsoon,Неделимые,слэш
4384,294,11,0,20.03.2017,20.03.2017,Закончен,4,Мини,Likoris,Серьезный разговор,слэш
9372,490,9,3,20.03.2017,20.03.2017,Закончен,37,Мини,arrgentum,Anyway,гет
1290977,1762,33666,26,29.10.2015,20.03.2017,Закончен,5528,Макси,Alteya,Обратная сторона луны,джен
2301,89,7,0,20.03.2017,20.03.2017,Закончен,6,Мини,Lachesis,Триумфальная арка,гет
89200,1042,81,2,07.12.2011,20.03.2017,Закончен,254,Миди,RiZ,Охота на Гарри,джен
3651,198,6,0,20.03.2017,20.03.2017,Закончен,7,Мини,Lumos_light,Обжалованию не подлежит,гет
2961,127,19,1,20.03.2017,20.03.2017,Закончен,5,Мини,Pippilotta,Мир для волшебников,джен
1647,77,5,0,20.03.2017,20.03.2017,Закончен,4,Мини,Taisin,Размножение вида,гет
3001,164,9,2,20.03.2017,20.03.2017,Закончен,5,Мини,genushka,Попечитель,джен
10139,687,14,4,19.03.2017,19.03.2017,Закончен,6,Мини,arrgentum,И-де-аль-но,гет
5205,281,21,1,19.03.2017,19.03.2017,Закончен,5,Мини,schastie,Трещины,гет
1213,34,4,1,19.03.2017,19.03.2017,Закончен,17,Мини,СЮРприз,Вспомнить всё,джен
1609,38,8,1,19.03.2017,19.03.2017,Закончен,49,Мини,WIntertime,Чабаны и драконы,джен
15061,84,8,0,01.04.2016,19.03.2017,Заморожен,91,Макси,ПоттероманкаДаКо,The Black sisters,гет
5200,287,14,0,19.03.2017,19.03.2017,Заморожен,26,Миди,Kitenokk,Семейные ценности,слэш
1297,45,9,0,19.03.2017,19.03.2017,Закончен,9,Мини,айронмайденовский,Проверка на практике,джен
1690,55,8,2,19.03.2017,19.03.2017,Закончен,16,Мини,Соланж Гайяр,"Два джентльмена, ножницы и огневиски",джен
1261,40,13,0,19.03.2017,19.03.2017,Закончен,6,Мини,айронмайденовский,Удержи в руках,джен
1966,96,2,0,19.03.2017,19.03.2017,Закончен,44,Мини,айронмайденовский,Из холода в жар,слэш
1113,16,6,0,19.03.2017,19.03.2017,Закончен,6,Мини,Зонтик,Блики витражей,фемслэш
3184,85,8,2,19.03.2017,19.03.2017,Закончен,43,Мини,Anne Boleyn,"Хроники Малфоя. Павлин, Рождество и Исчезательный Шкаф",гет
2344,86,6,2,19.03.2017,19.03.2017,Закончен,26,Мини,Anne Boleyn,Amantes — amentes,гет
4287,110,8,1,19.03.2017,19.03.2017,Закончен,40,Мини,Anne Boleyn,Песня Сольвейг,гет
39653,835,73,1,10.03.2017,19.03.2017,Закончен,168,Миди,m_Dik,[Не]Верные решения,гет
3115,158,14,2,19.03.2017,19.03.2017,Закончен,36,Мини,Anne Boleyn,Миссия выполнима,джен
2540,69,9,0,19.03.2017,19.03.2017,Закончен,7,Мини,Anne Boleyn,На закате дня,гет
2341,55,4,0,19.03.2017,19.03.2017,Закончен,21,Мини,Anne Boleyn,Black&Gold,джен
5443,239,4,5,19.03.2017,19.03.2017,Закончен,15,Мини,Черешня,Приручение страха,гет
10203,558,11,5,19.03.2017,19.03.2017,Закончен,24,Мини,Черешня,Котнэппинг,гет
10961,989,20,4,19.03.2017,19.03.2017,Закончен,34,Мини,katori kisa,"Хроники покорения мира, или Уважаемые летописцы!",слэш
1842,63,0,1,19.03.2017,19.03.2017,Закончен,72,Миди,Neitrino,№136-231,слэш
3181,165,3,0,19.03.2017,19.03.2017,Закончен,5,Мини,genushka,"С днем рождения, Северус",слэш
6331,710,14,0,19.03.2017,19.03.2017,Закончен,5,Мини,genushka,"Идиотское ""я люблю тебя""",слэш
12167,897,25,4,19.03.2017,19.03.2017,Закончен,51,Миди,барон де К.,Детективное агентство «Бон Бон»,слэш
9969,533,15,1,19.03.2017,19.03.2017,Закончен,29,Мини,Фатия,Первое правило шпиона,гет
11029,687,18,2,19.03.2017,19.03.2017,Закончен,4,Мини,Фрейфея,Носок,гет
7284,474,3,2,19.03.2017,19.03.2017,Закончен,16,Мини,Черешня,Вишневый ликер,гет
1589,46,8,1,18.03.2017,18.03.2017,Закончен,27,Мини,Тай Герн,Напоследок,джен
9619,622,6,5,18.03.2017,18.03.2017,Закончен,30,Мини,Черешня,Тонкие стены,гет
1731,43,3,0,18.03.2017,18.03.2017,Закончен,2,Мини,Princess_of_Circus,Заблуждение,гет
1788,58,0,0,18.03.2017,18.03.2017,Закончен,23,Мини,Princess_of_Circus,Знай врага своего,гет
1297,23,3,0,18.03.2017,18.03.2017,Закончен,4,Мини,Princess_of_Circus,Меченый,джен
3939,232,16,5,18.03.2017,18.03.2017,Закончен,24,Мини,Natali Fisher,Метод Крауча,джен
9721,417,28,4,18.03.2017,18.03.2017,Закончен,6,Мини,opalnaya,Золото и охра,гет
2511,81,12,1,18.03.2017,18.03.2017,Закончен,7,Мини,S H,Качели,джен
1749,77,15,1,18.03.2017,18.03.2017,Закончен,4,Мини,NAD,Как закалялась сталь,джен
1096,28,9,0,18.03.2017,18.03.2017,Закончен,34,Мини,NAD,Лучшая шутка Энгиста из Вудкрофта,джен
3079,89,10,1,18.03.2017,18.03.2017,Закончен,12,Мини,Home Orchid,Пляжный квиддич,гет
4001,205,15,1,18.03.2017,18.03.2017,Закончен,7,Мини,клевчук,Три встречи,джен
5356,351,5,1,18.03.2017,18.03.2017,Закончен,29,Мини,Bezomelix,Мечта,гет
10021,590,4,2,18.03.2017,18.03.2017,Закончен,22,Мини,Черешня,Ложка тщеславия в бочке добродетели,гет
2719,100,14,3,18.03.2017,18.03.2017,Закончен,93,Миди,Edelweiss,Гном в манеже,джен
4273,282,11,0,18.03.2017,18.03.2017,Закончен,14,Мини,Бледная Русалка,Вежливые слова,гет
12114,568,9,0,18.03.2017,18.03.2017,Закончен,23,Мини,Бледная Русалка,Ролевые игры,гет
7352,439,11,1,18.03.2017,18.03.2017,Закончен,9,Мини,Бледная Русалка,Юноша бледный со взором смущённым,гет
4877,310,5,1,18.03.2017,18.03.2017,Закончен,7,Мини,Бледная Русалка,Тэмпора мутантур,гет
7583,480,7,0,18.03.2017,18.03.2017,Закончен,5,Мини,Бледная Русалка,Конфликт интересов,гет
3886,201,16,5,18.03.2017,18.03.2017,Закончен,11,Мини,Edelweiss,Полуденное солнце,гет
2719,106,20,2,18.03.2017,18.03.2017,Закончен,42,Мини,WIntertime,Машка Иванова покоряет Хогвартс,джен
1217,25,3,0,18.03.2017,18.03.2017,Закончен,8,Мини,Mystery_fire,Импульс,джен
1191,35,2,0,18.03.2017,18.03.2017,Закончен,14,Мини,Mystery_fire,Внеплановый рейд,гет
1052,27,4,0,18.03.2017,18.03.2017,Закончен,4,Мини,Mystery_fire,Перемены,гет
1277,19,0,1,18.03.2017,18.03.2017,Закончен,12,Мини,SectumsepraX,Регресс,джен
1822,54,0,0,18.03.2017,18.03.2017,Закончен,10,Мини,Mystery_fire,Поймать момент,гет
3869,166,12,0,18.03.2017,18.03.2017,Закончен,6,Мини,Тэй Пирс,Не соскучишься,слэш
1728,45,11,2,18.03.2017,18.03.2017,Закончен,5,Мини,Тэй Пирс,Мальчик в поле пшеницы,джен
3673,107,15,0,18.03.2017,18.03.2017,Закончен,6,Мини,Тэй Пирс,Двадцать восемь дней,гет
3411,193,10,0,18.03.2017,18.03.2017,Закончен,14,Мини,Тэй Пирс,Монстры в кроватях и вне,слэш
2012,46,13,1,18.03.2017,18.03.2017,Закончен,6,Мини,Тэй Пирс,Мелкие боги,фемслэш
4335,161,12,4,18.03.2017,18.03.2017,Закончен,16,Мини,Тэй Пирс,Фиолетовые кролики маршируют рядами,джен
8973,399,17,0,18.03.2017,18.03.2017,Закончен,27,Мини,Тэй Пирс,Вампирские хроники,гет
11679,888,28,3,18.03.2017,18.03.2017,Закончен,17,Мини,Каури4,Оборотное для героини войны,гет
2319,89,11,2,18.03.2017,18.03.2017,Закончен,8,Мини,SectumsepraX,На свежем воздухе,слэш
4268,185,19,5,18.03.2017,18.03.2017,Закончен,3,Мини,Tekken,И квоффл в кольце!..,слэш
2502,106,12,2,18.03.2017,18.03.2017,Закончен,23,Мини,Tekken,Очень страшный переезд,гет
11229,510,57,2,18.03.2017,18.03.2017,Закончен,4,Мини,opalnaya,За стёклами старых очков,гет
2032,65,7,1,18.03.2017,18.03.2017,Закончен,10,Мини,Кроулик,Георгины,слэш
12037,590,15,0,18.03.2017,18.03.2017,Закончен,8,Мини,Taisin,Несвяточный календарь,гет
13338,535,62,12,18.03.2017,18.03.2017,Закончен,14,Мини,opalnaya,Старик,гет
5003,368,17,1,17.03.2017,17.03.2017,Закончен,4,Мини,Ева Невская,Золотая выдра,гет
3894,161,6,0,17.03.2017,17.03.2017,Закончен,11,Мини,Ева Невская,Призраки старого Мэнора,джен
6713,420,41,0,17.03.2017,17.03.2017,Закончен,7,Мини,Ева Невская,О ранимых игроках в квиддич,гет
4205,145,10,0,17.03.2017,17.03.2017,Закончен,9,Мини,Ева Невская,Коллекционер,джен
2296,176,2,0,17.03.2017,17.03.2017,Закончен,17,Мини,Ева Невская,Двадцать девятый,джен
3212,241,7,0,17.03.2017,17.03.2017,Закончен,3,Мини,Ева Невская,Отчаянная надежда,гет
2715,114,9,2,17.03.2017,17.03.2017,Закончен,14,Мини,Altra Realta,Snot-Nosed Kids - Сопляки,джен
7240,435,14,0,17.03.2017,17.03.2017,Закончен,8,Мини,Seli Creston,New world,гет
6930,404,39,1,17.03.2017,17.03.2017,Закончен,8,Мини,musmus,"Ой, всё",джен
2325,89,27,2,17.03.2017,17.03.2017,Закончен,13,Мини,Semantica,Summertime,слэш
2143,55,10,1,17.03.2017,17.03.2017,Закончен,64,Миди,Semantica,Эрих,джен
18650,1130,21,4,17.03.2017,17.03.2017,Закончен,98,Миди,Heks,Вальбурга,слэш
2508,60,14,3,17.03.2017,17.03.2017,Закончен,11,Мини,Semantica,Геллерт,джен
1419,47,4,1,17.03.2017,17.03.2017,Закончен,13,Мини,Semantica,Алиан,джен
1508,48,9,1,17.03.2017,17.03.2017,Закончен,3,Мини,Semantica,Арабелла,джен
4419,140,73,2,17.03.2017,17.03.2017,Закончен,6,Мини,Altra Realta,Delusion - Дезориентация,гет
4225,262,17,2,17.03.2017,17.03.2017,Закончен,4,Мини,Altra Realta,The Malfoys Don't Belong Here - Малфоям здесь не место,джен
5137,343,6,2,17.03.2017,17.03.2017,Закончен,14,Мини,drago23,Подарок для профессора,джен
17126,612,16,1,14.03.2017,17.03.2017,Закончен,78,Миди,Anasandora,Сумасшедшая весна Гермионы Грейнджер,гет
19261,295,100,4,22.12.2016,17.03.2017,Закончен,319,Макси,айронмайденовский,Другой,слэш
1273,25,1,0,17.03.2017,17.03.2017,Закончен,46,Мини,Suvi,глупая: в защиту парвати патил (в память о лаванде браун),джен
2771,114,15,1,17.03.2017,17.03.2017,Закончен,5,Мини,Altra Realta,A Thing or Two About Muggles - Кое-что о магглах,джен
4211,275,20,0,17.03.2017,17.03.2017,Закончен,5,Мини,клевчук,Хвостатый Купидон,гет
3257,91,10,1,17.03.2017,17.03.2017,Закончен,8,Мини,Gavry,Он вернется,гет
1416,52,7,0,17.03.2017,17.03.2017,Закончен,7,Мини,Famirte,Концертная магия,джен
1859,65,7,2,17.03.2017,17.03.2017,Закончен,7,Мини,Irish Cream,Яблоко,джен
4557,265,25,0,17.03.2017,17.03.2017,Закончен,5,Мини,Gavry,Его тень,слэш
12854,601,33,24,17.03.2017,17.03.2017,Закончен,55,Миди,Рыжий Самурай,Идеальный староста,джен
2386,111,8,1,17.03.2017,17.03.2017,Закончен,5,Мини,Famirte,"Магии не существует, мистер Поттер!",джен
4235,248,12,2,17.03.2017,17.03.2017,Закончен,9,Мини,Gavry,Среди роз,слэш
3750,131,4,1,17.03.2017,17.03.2017,Закончен,18,Мини,Nilladell,Тупик,слэш
1391,33,4,1,17.03.2017,17.03.2017,Закончен,22,Мини,Nilladell,Гадкий койот и прочие маггловские твари,джен
2485,85,15,1,17.03.2017,17.03.2017,Закончен,16,Мини,Nilladell,Мой сын - волшебник,джен
1504,26,5,0,17.03.2017,17.03.2017,Закончен,4,Мини,Трисс - боевая белка,Доброй ночи и удачи,гет
2292,107,2,2,17.03.2017,17.03.2017,Закончен,5,Мини,Jeranda,Почту за честь,гет
2318,112,3,0,17.03.2017,17.03.2017,Закончен,4,Мини,Jeranda,Не нужно думать о прошлом,гет
9741,532,12,2,17.03.2017,17.03.2017,Закончен,20,Мини,Рыжий Самурай,Я бы никогда,слэш
1419,73,3,0,17.03.2017,17.03.2017,Закончен,9,Мини,Тарабука,Министр,слэш
1069,50,3,0,17.03.2017,17.03.2017,Закончен,2,Мини,Тарабука,Мальчик,слэш
1709,43,2,0,17.03.2017,17.03.2017,Заморожен,61,Миди,Yugo,Пять дел стажёра Поттера,джен
2565,109,15,0,17.03.2017,17.03.2017,Закончен,8,Мини,Gavry,К новой жизни,джен
3162,90,8,0,17.03.2017,17.03.2017,Закончен,5,Мини,Gavry,Семейные секреты,гет
2429,76,19,3,17.03.2017,17.03.2017,Закончен,4,Мини,Gavry,Стать взрослой,джен
3222,155,15,1,17.03.2017,17.03.2017,Закончен,11,Мини,Gavry,Барсучок,слэш
6085,343,13,2,17.03.2017,17.03.2017,Закончен,10,Мини,Gavry,Натурал,слэш
2681,78,15,3,17.03.2017,17.03.2017,Закончен,13,Мини,Gavry,All you need is love,гет
4326,167,6,1,17.03.2017,17.03.2017,Закончен,12,Мини,Gavry,"Еще! или Пришел, выпил, урок получил",гет
2922,89,16,1,17.03.2017,17.03.2017,Закончен,7,Мини,Gavry,Петрификус Тоталус,джен
3944,128,25,1,17.03.2017,17.03.2017,Закончен,5,Мини,Gavry,Врожденный талант,гет
2560,67,6,1,17.03.2017,17.03.2017,Закончен,12,Мини,Gavry,Чистые помыслы,слэш
1605,54,2,1,17.03.2017,17.03.2017,Закончен,4,Мини,genushka,Волшебство придумали лентяи,джен
2455,107,20,0,17.03.2017,17.03.2017,Закончен,9,Мини,Tekken,Подслушано - Слизерин,джен
2565,97,20,1,17.03.2017,17.03.2017,Закончен,14,Мини,Tekken,Но пасаран!,джен
1537,40,13,0,17.03.2017,17.03.2017,Закончен,7,Мини,Tekken,Плюй-камни,джен
3215,94,10,1,17.03.2017,17.03.2017,Закончен,21,Мини,Altra Realta,Germ Free Adolescents - Взросление в безбактериальной среде,джен
1939,74,11,1,17.03.2017,17.03.2017,Закончен,3,Мини,Altra Realta,El nuevo socio - Новый компаньон,джен
12400,929,24,6,17.03.2017,17.03.2017,Закончен,11,Мини,Greykot,Какая бывает романтика (Definitions of Romance),гет
3426,93,16,0,17.03.2017,17.03.2017,Закончен,65,Миди,ElenaBu,К кому возвращаться?,джен
1282,28,7,0,17.03.2017,17.03.2017,Закончен,13,Мини,nooit meer,"Верный путь, или Невилл в стране чудес",джен
61749,1419,108,5,17.09.2016,17.03.2017,Закончен,171,Миди,Димара,И никаких «Ронни»!,джен
7848,462,18,1,17.03.2017,17.03.2017,Закончен,2,Мини,Famirte,"Гермиона, ты только не злись...",гет
6332,407,14,2,17.03.2017,17.03.2017,Закончен,15,Мини,М@РиЯ,Тяжкая доля непобежденного героя,джен
6216,364,11,3,17.03.2017,17.03.2017,Закончен,18,Мини,Natali Fisher,Плохие дни для одиночества,гет
21819,1092,16,5,16.03.2017,16.03.2017,Закончен,10,Мини,Sagara J Lio,Экзамен,гет
7221,476,6,2,16.03.2017,16.03.2017,Закончен,23,Мини,drago23,Ловкость рук и никакого мошенничества,гет
5630,353,4,0,16.03.2017,16.03.2017,Закончен,22,Мини,drago23,Оперативная необходимость,гет
1879,81,6,0,16.03.2017,16.03.2017,Закончен,5,Мини,Neitrino,Папочка-кот,слэш
1111,32,4,0,16.03.2017,16.03.2017,Закончен,5,Мини,Neitrino,Obscuriloquium,слэш
7397,523,24,1,16.03.2017,16.03.2017,Закончен,6,Мини,Irish Cream,Внутри фанфика,слэш
1797,54,2,0,16.03.2017,16.03.2017,Закончен,23,Мини,Neitrino,"Well, once there was only dark",слэш
4848,288,18,1,16.03.2017,16.03.2017,Закончен,7,Мини,Птица Элис,Неоспоримое преимущество,гет
4619,305,30,2,16.03.2017,16.03.2017,Закончен,5,Мини,клевчук,Экзорциста вызывали?,джен
8188,465,4,0,16.03.2017,16.03.2017,Закончен,17,Мини,You Are Empty,Доктор Поттер и мисс Хайд,гет
6164,282,3,0,16.03.2017,16.03.2017,Закончен,14,Мини,You Are Empty,The Outsider,гет
1717,74,3,0,16.03.2017,16.03.2017,Закончен,7,Мини,Neitrino,Неожиданности при содержании,слэш
4702,275,4,0,16.03.2017,16.03.2017,Закончен,16,Мини,You Are Empty,Голем и джинн,джен
3259,169,4,1,16.03.2017,16.03.2017,Закончен,9,Мини,You Are Empty,Голуби-голуби,гет
1989,84,10,0,16.03.2017,16.03.2017,Закончен,11,Мини,NAD,Дежавю,джен
2217,82,2,0,16.03.2017,16.03.2017,Закончен,14,Мини,Altra Realta,Chaser - Охотница,джен
4773,242,45,1,16.03.2017,16.03.2017,Закончен,9,Мини,клевчук,Я пришла за тобой,джен
3927,250,14,2,16.03.2017,16.03.2017,Закончен,4,Мини,клевчук,"Годрикова лощина, 19 сентября",джен
1825,59,6,0,16.03.2017,16.03.2017,Закончен,5,Мини,Beetle Juice,Добро пожаловать,джен
8255,433,36,5,16.03.2017,16.03.2017,Закончен,27,Мини,flamarina,Зубы,гет
6148,300,27,6,16.03.2017,16.03.2017,Закончен,35,Мини,flamarina,К востоку от рая,гет
3390,82,2,0,24.02.2017,16.03.2017,Заморожен,57,Макси,Terrisia,Изможденные,джен
13290,1030,24,2,16.03.2017,16.03.2017,Закончен,39,Мини,Fink-nottle,Кто трахнул Гарри Поттера?,слэш
2782,39,0,0,16.03.2017,16.03.2017,Закончен,115,Миди,Черешня,Нет неизбежности,гет
2973,124,1,1,16.03.2017,16.03.2017,Закончен,26,Мини,Черешня,Merry Frickin' Christmas,джен
5889,427,10,0,16.03.2017,16.03.2017,Закончен,18,Мини,Anasandora,Кругом виноватый,гет
1781,50,11,0,15.03.2017,15.03.2017,Закончен,6,Мини,Quiet Slough,Гордость и сомнение,гет
23512,455,30,5,04.09.2016,15.03.2017,Заморожен,341,Макси,-joy-,Dead Hearts,гет
6483,133,14,0,23.02.2017,15.03.2017,Заморожен,102,Макси,Yellow_Foxy_In_TARDIS,Шкатулка Хроноса,гет
17423,205,73,0,05.12.2016,14.03.2017,Заморожен,179,Макси,redmurdererdoll,Черный хвост Обскура,слэш
4678,318,8,0,14.03.2017,14.03.2017,Закончен,17,Мини,Lumos_light,"Я с вами, профессор!",гет
10330,513,15,3,14.03.2017,14.03.2017,Закончен,18,Мини,Аспер_,История любви от третьего лица,джен
7168,366,41,1,14.03.2017,14.03.2017,Закончен,20,Мини,Ace_of_Hearts,"Равенна,  Италия",гет
4092,218,9,0,14.03.2017,14.03.2017,Закончен,5,Мини,Lumos_light,Приговор,гет
3805,223,6,0,14.03.2017,14.03.2017,Закончен,22,Мини,Lumos_light,Тайные снадобья,гет
2466,31,0,0,27.10.2015,14.03.2017,Заморожен,35,Мини,Лаэрвен,Начало,гет
11898,615,55,2,13.03.2017,13.03.2017,Закончен,10,Мини,клевчук,Страшные тайны Поттерианы,джен
3960,273,28,0,13.03.2017,13.03.2017,Заморожен,15,Миди,Silwery Wind,Банальная история,джен
11036,313,96,4,12.03.2017,12.03.2017,Закончен,41,Мини,Alteya,Прогулки с василиском,джен
5074,258,13,1,12.03.2017,12.03.2017,Закончен,11,Мини,Lumos_light,Меня зовут Гермиона Грейнджер,гет
4795,363,12,1,12.03.2017,12.03.2017,Закончен,12,Мини,Дарт Снейпер,Life by life,слэш
48107,1172,120,10,26.02.2017,12.03.2017,Закончен,224,Макси,HelenRad,Цыганская звезда,слэш
4826,236,13,1,12.03.2017,12.03.2017,Закончен,12,Мини,Mari_Ku,"Увидимся в следующем году, профессор",гет
7515,173,9,2,28.10.2016,12.03.2017,Закончен,93,Миди,last autumn,Карандаш и краски,гет
5212,283,39,0,11.03.2017,11.03.2017,Закончен,23,Мини,brizen,"То, что едят холодным",джен
1790,65,5,0,11.03.2017,11.03.2017,Закончен,5,Мини,SеlеnаТаis,Любой ценой,джен
1218,32,0,0,11.03.2017,11.03.2017,Закончен,15,Мини,Plutes,aftermath / последствия,джен
1800,62,4,0,10.03.2017,10.03.2017,Закончен,3,Мини,genushka,Платье с красными брызгами пионов по подолу,джен
1481,37,5,2,10.03.2017,10.03.2017,Закончен,10,Мини,asm,"Newt, Horns and Hooves",джен
4456,230,16,3,10.03.2017,10.03.2017,Закончен,48,Мини,барон де К.,Обломки,слэш
3937,247,9,0,09.03.2017,09.03.2017,Закончен,21,Мини,Athena Kan,Ловец снов,джен
17234,841,41,3,08.03.2017,09.03.2017,Закончен,61,Миди,Дарт Снейпер,The night never ends,слэш
4245,210,95,5,08.03.2017,08.03.2017,Закончен,6,Мини,Alteya,Время осеннего одиночества,джен
6012,253,190,2,08.03.2017,08.03.2017,Закончен,8,Мини,Alteya,"Аристократические забавы, или Плод истинной страсти",джен
6687,329,130,4,08.03.2017,08.03.2017,Закончен,5,Мини,Alteya,Блинчики,гет
100031,1801,939,10,10.01.2015,08.03.2017,Заморожен,551,Макси,Лисистрата,Cosa nostra - con amore,слэш
7874,241,107,7,08.03.2017,08.03.2017,Закончен,38,Мини,Alteya,КотоМилли,гет
19883,377,56,0,27.10.2011,08.03.2017,Заморожен,136,Макси,Anano,Елисейский ключ,слэш
17107,522,82,0,18.11.2014,08.03.2017,Заморожен,120,Миди,Kite,Дождь,гет
3118,83,11,3,08.03.2017,08.03.2017,Закончен,22,Мини,Рони,Холодно,гет
75357,1163,272,3,02.06.2014,08.03.2017,В процессе,361,Макси,alexz105,Наследники Гекаты,гет
2659,93,18,2,08.03.2017,08.03.2017,Закончен,6,Мини,Altra Realta,We Weren't There - Нас там не было,джен
2455,80,17,3,08.03.2017,08.03.2017,Закончен,3,Мини,_Nimfadora_,Цветок ромашки,гет
7885,400,19,0,08.03.2017,08.03.2017,Закончен,11,Мини,Lady Rovena,Скандал,гет
1751,44,15,2,07.03.2017,07.03.2017,Закончен,13,Мини,Климентина,Волшебный сад на окраине,джен
8197,133,8,2,24.01.2017,07.03.2017,Закончен,107,Миди,Diabolus,Черный список,гет
51417,1171,47,0,19.09.2015,07.03.2017,Закончен,142,Миди,Anasandora,Зелёный змий,гет
5596,224,201,1,07.03.2017,07.03.2017,Закончен,18,Мини,Alteya,Охота на МакДугала,джен
1968,33,30,0,06.03.2017,06.03.2017,Закончен,7,Мини,Митроха,Dreams: Red Pill,джен
17140,722,89,3,16.01.2017,06.03.2017,Закончен,142,Миди,Рейна Рей,"Принц для Драко, или Три орешка для Золушка",слэш
2757,105,15,4,06.03.2017,06.03.2017,Закончен,21,Мини,Бешеный Воробей,Слабак,джен
1962,48,17,2,05.03.2017,05.03.2017,Закончен,4,Мини,Semantica,"Мех, чешуя и старый фетр",джен
3016,163,27,3,05.03.2017,05.03.2017,Закончен,3,Мини,клевчук,Мертвые не плачут,джен
4366,225,34,1,05.03.2017,05.03.2017,Закончен,11,Мини,Alteya,О героях и драконах,джен
3278,245,10,2,05.03.2017,05.03.2017,Закончен,6,Мини,captain_fonduue,Парами,слэш
2041,61,26,1,05.03.2017,05.03.2017,Закончен,7,Мини,Матемаг,Обещание,джен
1592,55,9,0,05.03.2017,05.03.2017,Закончен,20,Мини,Natty_M,Quidditch Kids - Квиддич: детская лига,джен
2489,88,42,2,05.03.2017,05.03.2017,Закончен,9,Мини,Климентина,Рыжий - хит сезона,джен
1690,29,18,2,05.03.2017,05.03.2017,Закончен,12,Мини,ansy,Полёты в чемодане,джен
1311,13,1,1,04.03.2017,04.03.2017,Закончен,4,Мини,Ametial,Эпоха разрушения миров,гет
5445,360,10,0,04.03.2017,04.03.2017,Закончен,8,Мини,Lady Rovena,Обещание,гет
87386,1316,134,13,28.10.2016,03.03.2017,Закончен,281,Макси,Samus2001,Зеленая Сила Юности!,джен
10454,752,21,1,02.03.2017,02.03.2017,Закончен,10,Мини,Orso,Разговор с Бэтмэном,джен
2422,86,15,1,02.03.2017,02.03.2017,Закончен,8,Мини,TokaOka,Бум!..,слэш
2401,110,36,3,01.03.2017,01.03.2017,Закончен,4,Мини,клевчук,Мой дорогой Друг,джен
1466,36,12,1,01.03.2017,01.03.2017,Закончен,15,Мини,Deus Sex Machina,"Чао, сеньор Скамандер",джен
1688,51,22,2,01.03.2017,01.03.2017,Закончен,7,Мини,Beresclet and Xhilentium,Сообщающиеся сосуды,слэш
1152,24,3,0,01.03.2017,01.03.2017,Закончен,18,Мини,Малиновая слива,В свете северных звёзд,джен
4842,328,36,0,01.03.2017,01.03.2017,Закончен,15,Мини,Хэлен,Война окончена,джен
3869,27,7,0,25.01.2017,28.02.2017,Закончен,153,Миди,apraxis,"Синенькая девочка, ленточка в косе",гет
9528,709,77,6,28.02.2017,28.02.2017,Закончен,9,Мини,Pippilotta,Магейрокофобия,джен
1096,39,4,0,27.02.2017,27.02.2017,Закончен,8,Мини,Башня,Словно все закончилось,джен
4444,238,120,3,27.02.2017,27.02.2017,Закончен,24,Мини,Alteya,Как вы кошку назовёте...,джен
2090,83,12,2,27.02.2017,27.02.2017,Закончен,10,Мини,NAD,Я свяжу тебе жизнь,джен
